taxa	scientificName	rank	kingdom	phylum	class	order	family	genus
Achnanthes fugei	Achnanthes fugeii Carter, 1963	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Aulacoseira granulata m curvata	Aulacoseira granulata f. curvata (Hustedt) Simonsen, 1979	FORM	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Achnanthes gessneri	Achnanthes gessneri Hustedt, 1953	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Aulacoseira granulata var. muzzanensis	Aulacoseira granulata var. muzzanensis (Meister) Simonsen, 1979	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Asterionella gracillima	Asterionella gracillima (Hantzsch) Heiberg, 1863	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella
Achnanthes gracillima	Achnanthes gracillima Hustedt, 1927	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes grana	Achnanthes grana Hohn & Hellerman, 1963	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes grischuna	Achnanthes grischuna Wuthrich, 1975	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes grubei	Achnanthes grubei Simonsen, 1987	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes hauckiana var. elliptica	Achnanthes hauckiana var. elliptica Schulz ex Hustedt, 1930	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes helvetica var. alpina	Achnanthes helvetica var. alpina Flower & Jones, 1989	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Psammothidium
Achnanthes hauckiana	Achnanthes hauckiana Grunow, 1880	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes haynaldii var. borussica	Achnanthes haynaldii var. borussica Cleve-Euler, 1953	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes helvetica	Achnanthes helvetica (Hustedt) Lange-Bertalot, 1989	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Psammothidium
Achnanthes hauckiana f. lancettula	Achnanthes hauckiana f. lancettula Hustedt, 1937	FORM	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes helvetica var. minor	Achnanthes helvetica var. minor Flower & Jones, 1989	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Psammothidium
Achnanthidium hoffmannii	Achnanthidium hoffmannii Van de Vijver, Ector, Mertens & Jarlman, 2011	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium
Amphora holsatica	Amphora holsatica Hustedt, 1925	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Amphipleuraceae	Halamphora
Achnanthes holsatica	Achnanthes holsatica Hustedt, 1936	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes heterovalvata	Achnanthes heterovalvata (Krasske) Frenguelli, 1942	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes hungarica	Achnanthes hungarica (Grunow) Grunow, 1880	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium
Achnanthes hustedtii	Achnanthes hustedtii Bily & Marvan, 1959	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthidium minutissimum var. inconspicuum	Achnanthidium minutissimum var. inconspicuum (Østrup) I.Jüttner & E.J.Cox, 2010	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Amphora inariensis	Amphora inariensis Krammer, 1980	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
Aulacoseira italica ssp. subarctica	Aulacoseira italica subsp. subarctica (O.F.Müller) Simonsen	SUBSPECIES	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira
Aulacoseira italica var. tenuissima	Aulacoseira italica var. tenuissima (Grunow) Simonsen, 1979	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Aulacoseira italica	Aulacoseira italica (Ehrenberg) Simonsen, 1979	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira
Achnanthes jakovljevicii	Achnanthes jakovljevici Hustedt, 1945	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes jackii	Achnanthes jackii (Rabenhorst) Tempère & Peragallo, 1909	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium
Achnanthes kryophila var. africana	Achnanthes kryophila var. africana Cholnoky, 1960	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes kryophila var. densestriata	Achnanthes kryophila var. densestriata Hustedt, 1934	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes kenyae	Achnanthes kenyae Cholnoky, 1960	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes kolbei	Achnanthes kolbei	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes kryophila var. protracta	Achnanthes kryophila var. protracta Hustedt, 1937	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes krasskei	Achnanthes krasskei Kobayasi & Sawatari, 1986	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes kraeuselii	Achnanthes kraeuselii	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes kryophila	Achnanthes kryophila J.B.Petersen, 1924	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes kranzii	Achnanthes kranzii Lange-Bertalot, 1989	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes lanceolata var. abbreviata	Achnanthes lanceolata var. abbreviata Reimer, 1966	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Achnanthes lanceolata var. elliptica	Achnanthes lanceolata var. elliptica Cleve, 1891	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Aulacoseira lirata var. alpigena	Aulacoseira lirata var. alpigena (Grunow) Haworth, 1990	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Achnanthes lanceolata	Achnanthes lanceolata H.Ettl et al., 1991	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes lanceolata var. oestrupii	Achnanthes lanceolata var. oestrupii Patr.	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes lapidosa	Achnanthes lapidosa Krasske, 1929	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Nupela
Achnanthes lanceolata ssp. rostrata	Achnanthes lanceolata subsp. rostrata (Oestrup) Lange-Bertalot, 1991	SUBSPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Achnanthes laterostrata	Achnanthes laterostrata Hustedt, 1933	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes lauenburgiana	Achnanthes lauenburgiana Hustedt, 1950	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes lanceolata var. boyei	Achnanthes lanceolata var. boyei (Østrup) Lange-Bertalot, 1989	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Achnanthes lanceolata ssp. biporoma	Achnanthes lanceolata subsp. biporoma (Hohn & Hellerman) Lange-Bertalot, 1993	SUBSPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Achnantheiopsis lanceolata	Achnantheiopsis lanceolata (Bréb. ex Kütz.) Lange-Bert., 1997	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Achnanthes linearis f. curta	Achnanthes linearis f. curta H.L.Smith ex Boyer, 1916	FORM	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium
Achnanthes lanceolata var. dubia f. minuta	Achnanthes lanceolata f. minuta Grunow, 1880-1887	FORM	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes lanceolata ssp. dubia	Achnanthes lanceolata subsp. dubia (Grunow) Lange-Bertalot, 1991	SUBSPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Achnanthes lemmermannii	Achnanthes lemmermannii Hustedt, 1933	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes lewisiana	Achnanthes lewisiana R.M.Patrick, 1945	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes lanceolata ssp. frequentissima var. rostratiformis	Achnanthes lanceolata var. rostratiformis Lange-Bertalot, 1993	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Achnanthes lanceolata ssp. frequentissima var. magna	Achnanthes lanceolata var. magna H.Ettl et al., 1991	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Achnanthes lanceolata ssp. frequentissima	Achnanthes lanceolata subsp. frequentissima Lange-Bert.	SUBSPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Achnanthes lanceolata ssp. frequentissima terato	Achnanthes lanceolata subsp. frequentissima Lange-Bert.	SUBSPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Amphora libyca	Amphora libyca Ehrenberg, 1840	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
Achnanthes lineariformis	Achnanthes lineariformis H.Kobayashi, 1964	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes linearis	Achnanthes linearis (W.Smith) Grunow, 1880	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium
Achnanthes linearioides	Achnanthes linearioides Lange-Bertalot, 1994	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes linearis var. pusilla	Achnanthes linearis var. pusilla (Grunow) Cleve, 1895	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Aulacoseira lirata	Aulacoseira lirata (Ehrenberg) R.Ross, 1986	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira
Achnanthes linearis var. jackii	Achnanthes linearis var. jackii (Rabenhorst) Grunow, 1880	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium
Achnanthes lineariformis	Achnanthes lineariformis H.Kobayashi, 1964	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes lemmermannii var. obtusa	Achnanthes lemmermannii var. obtusa Hustedt, 1939	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes lapidosa var. appalachiana	Achnanthes lapidosa var. appalachiana (Camburn & Lowe) Lange-Bertalot, 1989	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes lanceolata ssp. apiculata	Achnanthes lanceolata var. apiculata R.M.Patrick, 1945	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Achnanthes lanceolata ssp. robusta var. abbreviata	Achnanthes lanceolata var. abbreviata Reimer, 1966	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Achnanthes lanceolata var. robusta	Achnanthes lanceolata var. robusta Hustedt, 1937	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Achnanthes lanceolata ssp. robusta	Achnanthes lanceolata subsp. robusta (Hust.) Lange-Bert.	SUBSPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Achnanthes lanceolata var. rostrata	Achnanthes lanceolata var. rostrata Schulz, 1926	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Aulacoseira lirata	Aulacoseira lirata (Ehrenberg) R.Ross, 1986	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira
Aulacoseira lacustris f. tenuior	Aulacoseira lacustris f. tenuior (Grunow) V.Houk, R.Klee & U.Passauer, 2007	FORM	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Achnanthes lanceolata terato	Achnanthes lanceolata H.Ettl et al., 1991	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes lutheri	Achnanthes lutheri Hustedt, 1933	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes laevis var. austriaca	Achnanthes laevis var. austriaca (Hustedt) Lange-Bertalot, 1989	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes laevis	Achnanthes laevis Østrup, 1910	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes minutissima var. affinis	Achnanthes minutissima var. affinis (Grunow) Lange-Bert., 1989	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium
Achnanthes marginulata	Achnanthes marginulata Grunow, 1880	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes maxima	Achnanthes maxima A.Cleve, 1953	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium
Achnanthes minutissima var. cryptocephala f. gracillima	Achnanthes minutissima f. gracillima (Meister) Cleve-Euler, 1932	FORM	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes minutissima var. cryptocephala	Achnanthes minutissima var. cryptocephala Grunow, 1880	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes microcephala f. scotica	Achnanthes microcephala f. scotica J.R.Carter, 1981	FORM	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium
Amphora meridionalis	Amphora meridionalis Levkov, 2009	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
Amphora ehrenbergii	Amphora ehrenbergii N.Woodhead & R.D.Tweed, 1960	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
Amphora fogediana	Amphora fogediana Krammer, 1985	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
Amphora gigas	Amphora gigas Ehrenberg, 1854	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
Amphora globulosa	Amphora globulosa J.Schumann	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
Achnanthes marginulata var. major	Achnanthes marginulata f. major Flower & Jones, 1989	FORM	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Amphora globulosa var. perpusilla	Amphora globulosa var. perpusilla Grunow, 1880	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
Achnanthes minutissima var. gracillima	Achnanthes minutissima var. gracillima (Meister) Lange-Bertalot, 1989	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	-	-	Microneis
Amphora gracilis	Amphora gracilis Ehrenberg ex Kützing, 1844	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
Achnanthes microcephala	Achnanthes microcephala Kütz.	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium
Amphora indistincta	Amphora indistincta Levkov, 2009	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
Achnanthes minutissima var. inconspicua	Achnanthes minutissima var. inconspicua Østrup, 1910	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes minutissima	Achnanthes minutissima Kützing, 1833	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes minutissima var. inconspicua	Achnanthes minutissima var. inconspicua Østrup, 1910	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes minuscula	Achnanthes minuscula Hustedt, 1945	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes minutissima terato	Achnanthes minutissima Kützing, 1833	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes minutissima var. jackii	Achnanthes minutissima var. jackii (Rabenhorst) Lange-Bertalot & Ruppel, 1980	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium
Achnanthes minutissima var. macrocephala	Achnanthes minutissima var. macrocephala Hustedt, 1937	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes microcephala f. magna	Achnanthes microcephala f. magna Cleve-Euler, 1932	FORM	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium
Amphora montana	Amphora montana Krasske, 1932	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
Adlafia minuscula var. muralis terato	Adlafia minuscula var. muralis (Grunow) Lange-Bertalot, 1999	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Adlafia minuscula terato	Adlafia minuscula (Grunow) Lange-Bertalot, 1999	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Achnanthes montana	Achnanthes montana	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Amphora ostrearia	Amphora ostrearia Brébisson, 1849	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
Amphora perpusilla	Amphora perpusilla Grunow, 1884	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
Achnanthes minutissima var. robusta	Achnanthes minutissima var. robusta Hustedt, 1937	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes minutissima var. saprophila	Achnanthes minutissima var. saprophila H.Kobayasi & Mayama, 1982	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes minutissima var. scotica	Achnanthes minutissima var. scotica (Carter) Lange-Bertalot, 1989	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium
Amphora strigosa	Amphora strigosa Hustedt, 1949	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
Adlafia muscora	Adlafia muscora (J.P.Kociolek & B.Reviers) Gerd Moser, Lange-Bertalot & D.Metzeltin, 1998	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Adlafia
Aulacoseira muzzanensis	Aulacoseira muzzanensis (Meister) Krammer, 1991	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Melosirales	Melosiraceae	Melosira
Amphora vitrea	Amphora vitrea Cleve, 1868	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
Anomoeoneis brachysira	Anomoeoneis brachysira (Brébisson ex Rabenhorst) Cleve, 1895	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Brachysiraceae	Brachysira
Anomoeoneis exilis var. thermalis	Anomoeoneis exilis var. thermalis (Grunow) Cleve, 1895	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Amphipleuraceae	Frustulia
Anomoeoneis exilis	Anomoeoneis exilis (Kützing) Cleve, 1895	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Amphora neglectiformis	Amphora neglectiformis Levkov & Edlund, 2009	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
Aulacoseira nivalis	Aulacoseira nivalis (W.Smith) J.English & M.Potapova, 2009	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira
Actinocyclus normanii	-	-	-	-	-	-	-	-
Amphora normanii	Amphora normanii Rabenhorst, 1864	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
Anomoeoneis sculpta	Anomoeoneis sculpta (Ehrenberg) Cleve, 1896	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Anomoeoneidaceae	Anomoeoneis
Actinocyclus normanii m subsalsus	Actinocyclus normanii var. subsalsus (Juhl.-Dannf.) Hust.	VARIETY	Animalia	Mollusca	Gastropoda	Nudibranchia	Actinocyclidae	Actinocyclus
Aneumastus tusculus	Aneumastus tusculus (Ehrenberg) D.G.Mann & Stickle, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Mastogloiales	Mastogloiaceae	Aneumastus
Achnanthes oblongella	Achnanthes oblongella Østrup, 1902	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Achnanthes occulta	Achnanthes occulta Kalbe, 1963	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Amphora ocellata	Amphora ocellata Donkin, 1861	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora
