Species	Genus	Family	Order	Subclass	Class	Subphylum	Subkingdom	Kingdom
Nitzschia acidoclinata	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Sellaphora minima	Sellaphora	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia costei	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria agnesiae	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia costei	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia costei	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia costei	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria agnesiae	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria vaucheriae	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria agnesiae	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria sp.	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia acidoclinata	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Sellaphora seminulum	Sellaphora	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria sp.	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia amphibia	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia acidoclinata	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Sellaphora seminulum	Sellaphora	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia inconspicua	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Craticula molestiformis	Craticula	Stauroneidaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia inconspicua	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia tubicola	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia gracilis	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula capitatoradiata	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia capitellata	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula tripunctata	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Mayamaea permitis	Mayamaea	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Ulnaria acus	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia cf. pusilla	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula cryptotenella	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria sp.	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula capitatoradiata	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula cryptotenelloides	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema saprophilum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema saprophilum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella atomus	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula symmetrica	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula symmetrica	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia supralitorea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula cryptotenella	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pinnularia subgibba	Pinnularia	Pinnulariaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema saprophilum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Planothidium frequentissimum	Planothidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pinnularia subgibba	Pinnularia	Pinnulariaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Planothidium victori	Planothidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia acidoclinata	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Sellaphora minima	Sellaphora	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula cryptocephala	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Melosira varians	Melosira	Melosiraceae	Melosirales	Melosirophycideae	Melosirophyceae	Melosirophytina	Diatomeae	Diatomista
Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gedaniella flavovirens	Gedaniella	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula antonii	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Melosira varians	Melosira	Melosiraceae	Melosirales	Melosirophycideae	Melosirophyceae	Melosirophytina	Diatomeae	Diatomista
Nitzschia dissipata	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Craticula subminuscula	Craticula	Stauroneidaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Mayamaea permitis	Mayamaea	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema saprophilum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula cincta	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Craticula subminuscula	Craticula	Stauroneidaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria agnesiae	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Aulacoseira subarctica	Aulacoseira	Aulacoseiraceae	Aulacoseirales	Melosirophycideae	Melosirophyceae	Melosirophytina	Diatomeae	Diatomista
Nitzschia cf. pusilla	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria cf. gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria sp.	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Eucocconeis laevis	Eucocconeis	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Encyonema silesiacum	Encyonema	Cymbellaceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria agnesiae	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria heatherae	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema saprophilum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Psammothidium helveticum	Psammothidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Navicula cryptocephala	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium pyrenaicum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Diatoma tenuis	Diatoma	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia draveillensis	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Pinnularia anglica	Pinnularia	Pinnulariaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Amphora pediculus	Amphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Gomphonema micropus	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fragilaria sp.	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia dissipata	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
Surirella minuta	Surirella	Surirellaceae	Surirellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
Cocconeis euglypta	Cocconeis	Cocconeidaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
